,User-ID,ISBN,Book-Rating,Book-Title
184943,109574,0671041789,10,The Green Mile
184941,109574,0671003755,5,She's Come Undone (Oprah's Book Club (Paperback))
184938,109574,0553296981,10,Anne Frank: The Diary of a Young Girl
184883,109574,0312305060,8,The Hours: A Novel
184870,109574,0060976845,10,Little Altars Everywhere: A Novel
184869,109574,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel
184900,109574,0385512104,10,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13)
185015,109574,089480829X,8,What to Expect When You're Expecting (Revised Edition)
184957,109574,0684872153,8,Angela's Ashes (MMP) : A Memoir
182543,107951,0345337662,7,Interview with the Vampire
182546,107951,0345380371,7,Rising Sun
182552,107951,0380012863,7,Jonathan Livingston Seagull
182523,107951,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel
182584,107951,059035342X,7,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
182567,107951,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3)
182034,107784,0385504209,10,The Da Vinci Code
182033,107784,0385479565,5,The Hot Zone
182003,107784,0375706771,5,Midwives: A Novel
182004,107784,0380012863,5,Jonathan Livingston Seagull
182112,107784,0446608955,5,A Walk to Remember
182089,107784,0440234743,9,The Testament
182087,107784,0440222656,4,The Horse Whisperer
182077,107784,044021145X,8,The Firm
182085,107784,0440220602,8,The Chamber
182086,107784,044022165X,8,The Rainmaker
181912,107784,031298328X,5,Full Tilt (Janet Evanovich's Full Series)
181913,107784,0316096199,4,Lucky : A Memoir
181922,107784,034538475X,5,The Tale of the Body Thief (Vampire Chronicles (Paperback))
181886,107784,0060930535,9,The Poisonwood Bible: A Novel
182327,107784,0842329218,8,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
182175,107784,0525947647,8,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
182181,107784,055321313X,9,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
182145,107784,0451167317,7,The Dark Half
182147,107784,0451172817,8,Needful Things
182224,107784,0671041789,10,The Green Mile
182226,107784,0671042858,5,The Girl Who Loved Tom Gordon
182188,107784,0553250426,10,The Clan of the Cave Bear (Earth's Children (Paperback))
182191,107784,0553275976,5,The Bonfire of the Vanities
182208,107784,059035342X,5,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
179729,106007,044022165X,5,The Rainmaker
179728,106007,0440206154,7,Red Dragon
179743,106007,0446604666,9,Sick Puppy
179745,106007,0446607711,6,The Simple Truth
179746,106007,0446611867,4,A Bend in the Road
179752,106007,0451160525,10,"The Gunslinger (The Dark Tower, Book 1)"
179689,106007,0060392452,10,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
179693,106007,0060976845,8,Little Altars Everywhere: A Novel
179705,106007,0312980140,6,Seven Up (A Stephanie Plum Novel)
179709,106007,0345348036,10,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
179714,106007,0345417623,9,Timeline
179804,106007,0804114986,10,The Bonesetter's Daughter
179788,106007,0671024248,7,Hearts In Atlantis
179787,106007,0671003755,7,She's Come Undone (Oprah's Book Club (Paperback))
179768,106007,0515128546,7,Tears of the Moon (Irish Trilogy)
179580,105979,0385492081,8,Into Thin Air : A Personal Account of the Mt. Everest Disaster
179582,105979,0385504209,5,The Da Vinci Code
179579,105979,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
179577,105979,0385335881,6,Shopaholic Takes Manhattan (Summer Display Opportunity)
179575,105979,0385265700,9,The Book of Ruth (Oprah's Book Club (Paperback))
179584,105979,0385722206,8,Balzac and the Little Chinese Seamstress : A Novel
179570,105979,0375703055,8,Ellen Foster
179585,105979,0385730586,6,Sisterhood of the Traveling Pants
179594,105979,044021145X,8,The Firm
179600,105979,0440241073,5,The Summons
179599,105979,0440234743,5,The Testament
179598,105979,044022165X,5,The Rainmaker
179597,105979,0440221471,5,The Runaway Jury
179596,105979,0440214041,5,The Pelican Brief
179595,105979,0440213525,6,The Client
179590,105979,0425167313,5,Here on Earth
179602,105979,0446532231,6,"Dude, Where's My Country?"
179538,105979,0060930535,9,The Poisonwood Bible: A Novel
179540,105979,0060976845,8,Little Altars Everywhere: A Novel
179545,105979,0140293248,7,The Girls' Guide to Hunting and Fishing
179548,105979,0141000198,7,Bridget Jones's Diary
179551,105979,0312278586,8,The Nanny Diaries: A Novel
179566,105979,0374129983,6,The Corrections
179552,105979,0312422156,9,Middlesex: A Novel
179554,105979,0316096199,10,Lucky : A Memoir
179555,105979,0316601950,8,The Pilot's Wife : A Novel
179556,105979,0316666343,8,The Lovely Bones: A Novel
179557,105979,0316789089,8,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))
179559,105979,0345361792,8,A Prayer for Owen Meany
179560,105979,0345380371,4,Rising Sun
179601,105979,0446310786,10,To Kill a Mockingbird
179636,105979,068484477X,10,STONES FROM THE RIVER
179643,105979,0743418174,9,Good in Bed
179644,105979,0743418204,8,In Her Shoes : A Novel
179645,105979,0767900383,6,Under the Tuscan Sun
179647,105979,0786868716,7,The Five People You Meet in Heaven
179604,105979,0446606812,1,Message in a Bottle
179619,105979,0553260111,7,The Bourne Identity
179605,105979,0446670111,6,Einstein's Dreams
179606,105979,0446672211,4,Where the Heart Is (Oprah's Book Club (Paperback))
179608,105979,0449219364,5,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
179609,105979,0451203895,5,4 Blondes
179634,105979,0679781587,10,
179620,105979,0553274295,10,Where the Red Fern Grows
179631,105979,0679734775,8,The House on Mango Street (Vintage Contemporaries)
179624,105979,0671027387,3,Deception Point
179623,105979,0671003755,6,She's Come Undone (Oprah's Book Club (Paperback))
178731,105517,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
178754,105517,0440214041,5,The Pelican Brief
178749,105517,043935806X,4,Harry Potter and the Order of the Phoenix (Book 5)
178748,105517,0439139600,6,Harry Potter and the Goblet of Fire (Book 4)
178747,105517,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2)
178757,105517,0440498058,7,A Wrinkle In Time
178780,105517,0452264464,1,Beloved (Plume Contemporary Fiction)
178773,105517,0451167317,5,The Dark Half
178760,105517,0446608815,2,Pop Goes the Weasel
178730,105517,0385479565,6,The Hot Zone
178687,105517,0060958022,6,Five Quarters of the Orange
178720,105517,0345424719,7,A Widow for One Year
178718,105517,0345391802,6,The Hitchhiker's Guide to the Galaxy
178712,105517,0345361792,10,A Prayer for Owen Meany
178711,105517,0316666343,9,The Lovely Bones: A Novel
178710,105517,0316284955,7,White Oleander : A Novel (Oprah's Book Club)
178717,105517,0345391055,8,Disclosure
178858,105517,089480829X,5,What to Expect When You're Expecting (Revised Edition)
178836,105517,080410526X,9,All I Really Need to Know
178886,105517,1878424319,2,The Four Agreements: A Practical Guide to Personal Freedom
178873,105517,1558744150,7,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
178799,105517,0553572997,4,The Alienist
178810,105517,0671693816,5,Wifey
178811,105517,0671727796,9,The Color Purple
178823,105517,0684848783,7,Tis : A Memoir
178815,105517,0671867113,6,Moonlight Becomes You
177820,105028,0345378490,7,Congo
177819,105028,0345370775,8,Jurassic Park
177818,105028,0345353145,8,Sphere
177817,105028,0345351525,8,The Queen of the Damned (Vampire Chronicles (Paperback))
177833,105028,0399501487,9,Lord of the Flies
177835,105028,0425152251,8,Sophie's World: A Novel About the History of Philosophy
177838,105028,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2)
177839,105028,0440211727,8,A Time to Kill
177840,105028,0440213525,8,The Client
177842,105028,0440224675,8,Hannibal
177843,105028,0440224764,7,The Partner
177813,105028,0312924585,8,Silence of the Lambs
177780,105028,0060987561,9,I Know This Much Is True
177844,105028,0441003257,8,Good Omens
177887,105028,0743457358,7,Everything's Eventual : 14 Dark Tales
177848,105028,0446601241,7,Kiss the Girls
177850,105028,0446606812,6,Message in a Bottle
177860,105028,0451172817,7,Needful Things
177861,105028,0451176464,7,Gerald's Game
177873,105028,0671004107,9,Contact
177872,105028,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
177133,104636,0440219078,10,The Giver (21st Century Reference)
177124,104636,0440211727,10,A Time to Kill
177127,104636,0440213525,9,The Client
177128,104636,0440214041,9,The Pelican Brief
177135,104636,0440220602,9,The Chamber
177137,104636,044022165X,8,The Rainmaker
177141,104636,0440224764,8,The Partner
177123,104636,044021145X,10,The Firm
177182,104636,0449221482,9,J Is for Judgment
177175,104636,0446610038,10,1st to Die: A Novel
177177,104636,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback))
177178,104636,0449003787,9,"\O\"" Is for Outlaw"""
177179,104636,0449003795,9,P Is for Peril
177180,104636,0449219364,9,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
177181,104636,0449219461,8,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
177185,104636,0449221512,9,I Is for Innocent
177170,104636,0446606189,8,Cat &amp; Mouse (Alex Cross Novels)
177157,104636,0440414806,10,Holes (Yearling Newbery)
177150,104636,0440225701,6,The Street Lawyer
177152,104636,0440226430,10,Summer Sisters
177169,104636,0446604801,6,Jack &amp; Jill (Alex Cross Novels)
177162,104636,0446364193,9,Along Came a Spider (Alex Cross Novels)
177033,104636,014028009X,6,Bridget Jones's Diary
177041,104636,0312265859,8,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
177047,104636,0312966091,9,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel)
177048,104636,0312966970,9,Four To Score (A Stephanie Plum Novel)
177028,104636,0064400557,10,Charlotte's Web (Trophy Newbery)
177050,104636,0312976275,9,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)
177006,104636,0061009059,9,One for the Money (Stephanie Plum Novels (Paperback))
177049,104636,0312971346,9,High Five (A Stephanie Plum Novel)
177051,104636,0312980140,9,Seven Up (A Stephanie Plum Novel)
177085,104636,0385505833,8,Skipping Christmas
177091,104636,0425192725,9,Q Is for Quarry
177092,104636,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2)
177093,104636,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3)
177094,104636,0439139600,10,Harry Potter and the Goblet of Fire (Book 4)
177052,104636,0312983271,7,Full House (Janet Evanovich's Full Series)
177053,104636,0312990456,9,One for the Money (A Stephanie Plum Novel)
177056,104636,0316284955,8,White Oleander : A Novel (Oprah's Book Club)
177057,104636,0316601950,9,The Pilot's Wife : A Novel
177064,104636,0345435168,8,Open House (Oprah's Book Club (Paperback))
177069,104636,0380710218,9,Postmortem
177071,104636,0380718332,9,All That Remains (Kay Scarpetta Mysteries (Paperback))
177072,104636,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
177264,104636,0671004530,9,On the Street Where You Live
177324,104636,0671758896,9,"Loves Music, Loves to Dance"
177328,104636,0671793489,9,All Around the Town
177330,104636,0671867113,9,Moonlight Becomes You
177331,104636,0671867156,9,Pretend You Don't See Her
177367,104636,140003065X,7,A Fine Balance
177368,104636,1558743669,9,"A Child Called \It\"": One Child's Courage to Survive"""
177369,104636,1558744150,5,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
177228,104636,0553279378,10,I Know Why the Caged Bird Sings
177224,104636,0553271636,9,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))
177225,104636,0553272535,10,Night
177229,104636,0553279556,9,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))
177230,104636,0553279912,9,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
177231,104636,0553280341,8,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
177232,104636,0553280368,8,C Is for Corpse (Kinsey Millhone Mysteries (Paperback))
177234,104636,0553284789,9,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))
177216,104636,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
177267,104636,0671004573,9,Before I Say Good-Bye
177263,104636,0671003755,8,She's Come Undone (Oprah's Book Club (Paperback))
177262,104636,0671001795,9,Two for the Dough
177251,104636,0553572997,9,The Alienist
177255,104636,0553579606,9,Ashes to Ashes
177257,104636,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
176541,104399,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3)
176540,104399,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2)
176554,104399,0451177096,9,Dolores Claiborne
176490,104399,0064400557,10,Charlotte's Web (Trophy Newbery)
176502,104399,0345337662,10,Interview with the Vampire
176575,104399,067102423X,10,Bag of Bones
176564,104399,0553582747,10,From the Corner of His Eye
176563,104399,0553274295,10,Where the Red Fern Grows
174847,102967,038082101X,7,Daughter of Fortune: A Novel
174850,102967,0385484518,9,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
174858,102967,044021145X,6,The Firm
174843,102967,0375705856,8,Plainsong (Vintage Contemporaries)
174872,102967,0446610399,10,The Rescue
174824,102967,014029628X,8,Girl in Hyacinth Blue
174831,102967,0312278586,5,The Nanny Diaries: A Novel
174838,102967,0345378490,7,Congo
174910,102967,0671758896,5,"Loves Music, Loves to Dance"
174911,102967,0671867156,6,Pretend You Don't See Her
174914,102967,067976402X,7,Snow Falling on Cedars
174916,102967,0679781587,8,
174918,102967,068484267X,9,Angela's Ashes: A Memoir
174924,102967,0805063897,9,Nickel and Dimed: On (Not) Getting By in America
174900,102967,0553250531,5,The Valley of Horses
174449,102702,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3)
174448,102702,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2)
174450,102702,0439139597,10,Harry Potter and the Goblet of Fire (Book 4)
174451,102702,0440214041,8,The Pelican Brief
174455,102702,0446606812,8,Message in a Bottle
174505,102702,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
174240,102647,044021145X,10,The Firm
174239,102647,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5)
174238,102647,0439136350,7,Harry Potter and the Prisoner of Azkaban (Book 3)
174236,102647,0439064864,7,Harry Potter and the Chamber of Secrets (Book 2)
174227,102647,0385505833,8,Skipping Christmas
174242,102647,0440213525,8,The Client
174241,102647,0440211727,10,A Time to Kill
174243,102647,0440214041,8,The Pelican Brief
174251,102647,0440225701,8,The Street Lawyer
174248,102647,044022165X,10,The Rainmaker
174247,102647,0440221471,9,The Runaway Jury
174245,102647,0440220602,9,The Chamber
174201,102647,0312990456,8,One for the Money (A Stephanie Plum Novel)
174217,102647,0345378490,8,Congo
174216,102647,0345361792,7,A Prayer for Owen Meany
174313,102647,0671042858,7,The Girl Who Loved Tom Gordon
174312,102647,0671001795,8,Two for the Dough
174317,102647,0671793489,6,All Around the Town
174318,102647,0671867113,5,Moonlight Becomes You
174277,102647,0446607711,3,The Simple Truth
174276,102647,0446607657,9,When the Wind Blows
174274,102647,0446364193,10,Along Came a Spider (Alex Cross Novels)
174273,102647,0446359866,7,Presumed Innocent
174270,102647,0446310786,4,To Kill a Mockingbird
174288,102647,0451172817,7,Needful Things
173745,102359,0452264464,10,Beloved (Plume Contemporary Fiction)
173740,102359,0451169530,10,The Stand: Complete and Uncut
173726,102359,0399144463,10,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
172661,101851,0804106304,10,The Joy Luck Club
172662,101851,080410753X,9,The Kitchen God's Wife
172477,101851,0312924585,7,Silence of the Lambs
172493,101851,038529929X,6,Hannibal
172510,101851,0399501487,8,Lord of the Flies
172574,101851,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
172573,101851,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1)
172520,101851,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5)
172523,101851,0440211727,9,A Time to Kill
172519,101851,0439139597,10,Harry Potter and the Goblet of Fire (Book 4)
172518,101851,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3)
172517,101851,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2)
172533,101851,0441172717,10,Dune (Remembering Tomorrow)
172024,101606,0385492081,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
172041,101606,0446672211,9,Where the Heart Is (Oprah's Book Club (Paperback))
172008,101606,034538475X,7,The Tale of the Body Thief (Vampire Chronicles (Paperback))
171981,101606,0060976845,6,Little Altars Everywhere: A Novel
171980,101606,0060928336,8,Divine Secrets of the Ya-Ya Sisterhood: A Novel
172006,101606,0345351525,8,The Queen of the Damned (Vampire Chronicles (Paperback))
172005,101606,0345337662,8,Interview with the Vampire
172004,101606,0345313860,7,"The Vampire Lestat (Vampire Chronicles, Book II)"
172103,101606,0842329242,6,Nicolae: The Rise of Antichrist (Left Behind No. 3)
172102,101606,0842329218,6,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
172123,101606,1573229571,9,About a Boy (Movie Tie-In)
172122,101606,1573229326,7,How to Be Good
172119,101606,1573225517,9,High Fidelity
172088,101606,0786817070,8,"Artemis Fowl (Artemis Fowl, Book 1)"
172063,101606,0671004107,8,Contact
172056,101606,0553582127,7,The Search
172074,101606,0679751521,9,Midnight in the Garden of Good and Evil
171818,101550,0345337662,10,Interview with the Vampire
171308,101209,043935806X,5,Harry Potter and the Order of the Phoenix (Book 5)
171313,101209,0440234743,7,The Testament
171305,101209,042516098X,8,Hornet's Nest
171341,101209,055321313X,8,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
170607,100906,0385512104,9,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13)
170623,100906,0439064864,8,Harry Potter and the Chamber of Secrets (Book 2)
170632,100906,0440211263,7,Circle of Friends
170624,100906,0439136350,9,Harry Potter and the Prisoner of Azkaban (Book 3)
170625,100906,0439139600,9,Harry Potter and the Goblet of Fire (Book 4)
170626,100906,043935806X,7,Harry Potter and the Order of the Phoenix (Book 5)
170588,100906,0380710218,5,Postmortem
170603,100906,0385486804,9,Into the Wild
170600,100906,0385479565,8,The Hot Zone
170650,100906,0441790348,9,Stranger in a Strange Land (Remembering Tomorrow)
170535,100906,0316777722,10,Me Talk Pretty One Day
170485,100906,014023313X,8,The Stone Diaries
170487,100906,0140298479,7,Bridget Jones: The Edge of Reason
170502,100906,0142001430,9,Year of Wonders
170478,100906,0064400557,10,Charlotte's Web (Trophy Newbery)
170510,100906,0156628708,8,Mrs Dalloway
170553,100906,0345350499,9,The Mists of Avalon
170558,100906,0345378482,8,The Andromeda Strain
170855,100906,080411109X,8,The Hundred Secret Senses
170821,100906,0684874350,8,ANGELA'S ASHES
170734,100906,0553572997,8,The Alienist
170746,100906,0590353403,8,Harry Potter and the Sorcerer's Stone (Book 1)
170717,100906,055321313X,10,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
170725,100906,0553272535,9,Night
169787,100459,0380718332,9,All That Remains (Kay Scarpetta Mysteries (Paperback))
169785,100459,0375727345,8,House of Sand and Fog
169784,100459,037570504X,8,"Breath, Eyes, Memory"
169783,100459,0375506039,7,Open House
169779,100459,0345446860,6,Back When We Were Grownups : A Novel (Ballantine Reader's Circle)
169778,100459,0345339681,8,The Hobbit : The Enchanting Prelude to The Lord of the Rings
169775,100459,0316899984,8,"River, Cross My Heart"
169789,100459,0380789035,9,American Gods
169788,100459,0380718340,9,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
169790,100459,038079487X,9,What Looks Like Crazy On An Ordinary Day
169796,100459,0385720106,8,A Map of the World
169794,100459,0385497466,8,The Brethren
169806,100459,0425154092,8,From Potter's Field
169750,100459,0142000205,7,Icy Sparks
169748,100459,0064400557,10,Charlotte's Web (Trophy Newbery)
169741,100459,0060392452,9,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
169740,100459,0060199652,8,Prodigal Summer
169739,100459,0060175400,10,The Poisonwood Bible
169807,100459,0425158616,7,Cause of Death
169853,100459,0804114986,10,The Bonesetter's Daughter
169808,100459,0440211727,10,A Time to Kill
169822,100459,0452264464,7,Beloved (Plume Contemporary Fiction)
169820,100459,0452260116,8,Song of Solomon (Oprah's Book Club (Paperback))
169814,100459,044651862X,9,The Celestine Prophecy (Celestine Prophecy)
169813,100459,0446364193,8,Along Came a Spider (Alex Cross Novels)
169812,100459,0446359866,8,Presumed Innocent
169823,100459,0452282829,8,We Were the Mulvaneys
169811,100459,0446310786,9,To Kill a Mockingbird
169837,100459,0671038184,8,Jewel
169836,100459,0671021001,8,She's Come Undone (Oprah's Book Club)
167587,98758,0446604801,7,Jack &amp; Jill (Alex Cross Novels)
167590,98758,0446612545,9,The Beach House
167601,98758,0451172817,9,Needful Things
167602,98758,0451176464,7,Gerald's Game
167557,98758,0316776963,8,Me Talk Pretty One Day
167565,98758,0385505833,9,Skipping Christmas
167604,98758,0451184963,10,Insomnia
167614,98758,0553572997,7,The Alienist
167631,98758,0679735771,7,American Psycho (Vintage Contemporaries)
167624,98758,0671024248,8,Hearts In Atlantis
163181,98391,0399149155,9,Q Is for Quarry
163096,98391,0385504209,10,The Da Vinci Code
163098,98391,0385510438,10,The Last Juror
163768,98391,0446531332,8,Nights in Rodanthe
163236,98391,0399150897,10,Blow Fly: A Scarpetta Novel
161420,98391,0312265867,10,To the Nines: A Stephanie Plum Novel
161715,98391,0312306326,9,Visions of Sugar Plums
161707,98391,0312305060,8,The Hours: A Novel
161419,98391,0312265859,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
161359,98391,0066214122,8,Prey: A Novel
161365,98391,0151008116,9,Life of Pi
162173,98391,0316602906,9,The Big Bad Wolf: A Novel
162179,98391,0316666343,9,The Lovely Bones: A Novel
162180,98391,0316693006,9,Four Blind Mice
162181,98391,0316693200,9,2nd Chance
162194,98391,0316781142,9,The Last Time They Met : A Novel
162203,98391,0316969680,8,The Beach House
162105,98391,0312983271,8,Full House (Janet Evanovich's Full Series)
162106,98391,031298328X,9,Full Tilt (Janet Evanovich's Full Series)
165732,98391,0786868716,10,The Five People You Meet in Heaven
164335,98391,051513287X,9,Face the Fire (Three Sisters Island Trilogy)
164384,98391,0515136530,10,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)"
164305,98391,0515131229,9,Dance upon the Air (Three Sisters Island Trilogy)
164776,98391,0743206045,9,Daddy's Little Girl
164780,98391,0743211375,9,From a Buick 8 : A Novel
160364,97874,0446611867,10,A Bend in the Road
160362,97874,0446532231,10,"Dude, Where's My Country?"
160355,97874,0425152251,8,Sophie's World: A Novel About the History of Philosophy
160349,97874,0385511612,5,Bleachers
160348,97874,0385504209,1,The Da Vinci Code
160378,97874,0525947647,10,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
160313,97874,0156027321,8,Life of Pi
160302,97874,0060938455,9,Fast Food Nation: The Dark Side of the All-American Meal
160295,97874,0060392452,10,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
160333,97874,0345361792,10,A Prayer for Owen Meany
160332,97874,0316969443,10,Suzanne's Diary for Nicholas
160329,97874,0316666343,9,The Lovely Bones: A Novel
160325,97874,0316096199,5,Lucky : A Memoir
160494,97874,1878424319,10,The Four Agreements: A Practical Guide to Personal Freedom
160441,97874,0786868716,6,The Five People You Meet in Heaven
160146,97754,0446670251,5,The Virgin Suicides
160118,97754,0375726403,10,Empire Falls
160139,97754,0440226104,7,Black and Blue
160140,97754,0440235162,8,The Smoke Jumper
160115,97754,0375502238,6,Blessings
160145,97754,0446670111,5,Einstein's Dreams
160179,97754,0802130208,3,A Confederacy of Dunces (Evergreen Book)
160197,97754,1878424319,6,The Four Agreements: A Practical Guide to Personal Freedom
160174,97754,0743418174,5,Good in Bed
160157,97754,0553280341,8,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
160167,97754,0679781587,5,
158677,96448,055321313X,2,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
158627,96448,0060987529,9,Confessions of an Ugly Stepsister : A Novel
158632,96448,0064472272,10,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson"
158626,96448,0060987103,8,Wicked: The Life and Times of the Wicked Witch of the West
158648,96448,034540288X,7,The Lost World
158647,96448,0345370775,8,Jurassic Park
158770,96448,0805063897,8,Nickel and Dimed: On (Not) Getting By in America
158769,96448,0743412028,7,Pay It Forward
158766,96448,0684801523,9,The Great Gatsby
157958,95932,0380977788,9,Coraline
157957,95932,0380789035,7,American Gods
157954,95932,0380002930,10,Watership Down
157947,95932,0345384466,9,The Witching Hour (Lives of the Mayfair Witches)
157942,95932,0316780375,9,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion
157975,95932,0440214041,7,The Pelican Brief
157974,95932,044021145X,7,The Firm
157943,95932,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)"
157978,95932,0440498058,9,A Wrinkle In Time
157941,95932,0316776963,8,Me Talk Pretty One Day
157916,95932,006101351X,9,The Perfect Storm : A True Story of Men Against the Sea
157915,95932,0060987529,7,Confessions of an Ugly Stepsister : A Novel
157912,95932,0060928336,8,Divine Secrets of the Ya-Ya Sisterhood: A Novel
158023,95932,0743418174,7,Good in Bed
158017,95932,0671510053,9,SHIPPING NEWS
158014,95932,0671024248,7,Hearts In Atlantis
157994,95932,0452264464,10,Beloved (Plume Contemporary Fiction)
157990,95932,0451177096,8,Dolores Claiborne
157985,95932,0449005615,10,Seabiscuit: An American Legend
157986,95932,0449212602,10,The Handmaid's Tale
156540,95359,0385479565,9,The Hot Zone
156545,95359,0385492081,10,Into Thin Air : A Personal Account of the Mt. Everest Disaster
156542,95359,0385486804,10,Into the Wild
156538,95359,0385472951,4,The Partner
156539,95359,0385474016,8,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies"
156535,95359,0385335830,9,Diary of a Mad Bride (Summer Display Opportunity)
156534,95359,038533334X,6,Charming Billy
156550,95359,038550926X,8,The Devil Wears Prada : A Novel
156564,95359,0399501487,10,Lord of the Flies
156530,95359,0385265700,8,The Book of Ruth (Oprah's Book Club (Paperback))
156497,95359,0375727345,7,House of Sand and Fog
156496,95359,0375726403,9,Empire Falls
156495,95359,0375725784,9,A Heartbreaking Work of Staggering Genius
156494,95359,0375707972,6,The Reader
156511,95359,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
156514,95359,0380730138,6,Vinegar Hill (Oprah's Book Club (Paperback))
156612,95359,0440498058,10,A Wrinkle In Time
156628,95359,0440998050,10,A Wrinkle in Time
156629,95359,0441003257,10,Good Omens
156643,95359,0446601241,8,Kiss the Girls
156641,95359,0446394521,9,Daisy Fay and the Miracle Man
156634,95359,0446310786,10,To Kill a Mockingbird
156585,95359,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5)
156581,95359,0425167313,6,Here on Earth
156580,95359,042516098X,4,Hornet's Nest
156604,95359,0440236703,9,Tell No One
156603,95359,0440236673,7,The Brethren
156591,95359,0440219078,9,The Giver (21st Century Reference)
156387,95359,0070212570,9,Fried Green Tomatoes at the Whistle Stop Cafe
156396,95359,014023313X,8,The Stone Diaries
156370,95359,0061097101,8,The Saving Graces: A Novel
156349,95359,0060934417,9,Bel Canto: A Novel
156347,95359,0060922532,8,Pigs in Heaven
156346,95359,0060916508,9,Their Eyes Were Watching God: A Novel
156341,95359,0060392452,10,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
156340,95359,0060175400,9,The Poisonwood Bible
156338,95359,0060096195,8,The Boy Next Door
156645,95359,0446605484,7,Roses Are Red (Alex Cross Novels)
156363,95359,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback))
